date,symbol,ib_close,refinitiv_close
2025-06-06,ISWN,20.27,20.2749
2025-06-06,ITAN,31.46,31.4641
2025-06-06,ITOT,131.06,131.06
2025-06-06,IUSG,144.47,144.47
2025-06-06,IUSV,92.83,92.83
2025-06-06,IVAL,27.7,27.7
2025-06-06,PABU,65.28,65.28
2025-06-06,PALC,48.06,48.06
2025-06-06,PBUS,60.26,60.26
2025-06-06,PDN,37.81,37.81
2025-06-06,PDP,107.01,107.01
2025-06-06,PEXL,49.33,49.3259
2025-06-06,PEY,20.29,20.29
2025-06-06,PFM,47.19,47.185
2025-06-06,PFUT,24.89,24.8956
2025-06-06,PGRO,39.27,39.2766
2025-06-06,PHO,69.31,69.31
2025-06-06,PIE,20.07,20.0655
2025-06-06,PJBF,59.59,59.5908
2025-06-06,PJFG,99.81,99.805
2025-06-06,PJFV,71.34,71.3457
2025-06-06,PKW,120.26,120.26
2025-06-06,PLDR,32.81,32.8149
2025-06-06,POWA,85.64,85.6343
2025-06-06,PPA,136.26,136.26
2025-06-06,PRF,41.25,41.25
2025-06-06,PRFZ,40.09,40.09
2025-06-06,PRNT,21.45,21.45
2025-06-06,PSC,52.6,52.6
2025-06-06,PSET,71.63,71.6287
2025-06-06,PSI,54.14,54.14
2025-06-06,PTEU,28.36,28.3562
2025-06-06,PTLC,49.03,49.03
2025-06-06,PTNQ,68.36,68.36
2025-06-06,PVAL,39.02,39.02
2025-06-06,PWB,113.22,113.221
2025-06-06,VIOO,99.46,99.46
2025-06-06,VIOV,84.09,84.09
2025-06-06,VIS,274.48,274.48
2025-06-06,VLU,187.73,187.7324
2025-06-06,VLUE,109.28,109.28
2025-06-06,VMAX,49.03,49.029
2025-06-06,VNSE,34.42,34.4229
2025-06-06,VO,274.05,274.05
2025-06-06,VOE,162.55,162.55
2025-06-06,VONE,272.59,272.59
2025-06-06,VONG,104.93,104.93
2025-06-06,VONV,83.72,83.72
2025-06-06,VOO,550.66,550.66
2025-06-06,VOOG,380.76,380.76
2025-06-06,VOOV,185.06,185.06
2025-06-06,VOT,274.57,274.57
2025-06-06,VOTE,70.46,70.46
2025-06-06,VSGX,64.77,64.77
2025-06-06,VSLU,38.01,38.01
2025-06-06,VSMV,49.25,49.25
2025-06-06,VSS,130.14,130.14
2025-06-06,VTHR,264.81,264.81
2025-06-06,VTI,295.12,295.12
2025-06-06,VTV,173.02,173.02
2025-06-06,VTWG,205.17,205.17
2025-06-06,VTWV,136.19,136.19
2025-06-06,VUG,421.99,421.99
2025-06-06,VUSE,61.63,61.6332
2025-06-06,VV,276.69,276.69
2025-06-06,VWO,48.24,48.24
2025-06-06,PWV,60.62,60.62
2025-06-06,PXF,56.93,56.93
2025-06-06,PXH,22.84,22.84
2025-06-06,PY,48.54,48.54
2025-06-06,QARP,52.92,52.9209
2025-06-06,QDEF,72.83,72.823
2025-06-06,QDF,71.61,71.61
2025-06-06,QEFA,84.37,84.37
2025-06-06,QEMM,60.88,60.8862
2025-06-06,QGRO,107.15,107.15
2025-06-06,QGRW,50.37,50.37
2025-06-06,QLC,68.84,68.84
2025-06-06,QLTY,32.97,32.97
2025-06-06,QLV,67.67,67.6697
2025-06-06,QOWZ,34.63,34.6245
2025-06-06,QQEW,132.9,132.9
2025-06-06,QQH,63.72,63.72
2025-06-06,QQMG,36.15,36.15
2025-06-06,QQQA,43.99,43.9947
2025-06-06,QQQE,95.8,95.8
2025-06-06,QQQJ,31.42,31.42
2025-06-06,QQQM,218.16,218.16
2025-06-06,QQXT,98.53,98.5262
2025-06-06,QRFT,54.93,54.9307
2025-06-06,QTEC,201.97,201.97
2025-06-06,QUAL,180.4,180.4
2025-06-06,QUS,160.21,160.21
2025-06-06,QUVU,25.2,25.1956
2025-06-06,QVML,35.48,35.4811
2025-06-06,QWLD,132.58,132.5788
2025-06-06,RAFE,36.94,36.9384
2025-06-06,RDIV,47.72,47.72
2025-06-06,RDVY,61.46,61.46
2025-06-06,RECS,35.56,35.56
2025-06-06,REGL,81.29,81.29
2025-06-06,REVS,25.65,25.6479
2025-06-06,RFDA,56.01,56.0065
2025-06-06,RFDI,72.76,72.7616
2025-06-06,RFEM,68.77,68.7644
2025-06-06,RFFC,58.57,58.5709
2025-06-06,RFG,48.9,48.8965
2025-06-06,RHRX,15.94,15.9384
2025-06-06,RJMG,23.69,23.6883
2025-06-06,RMT,9.06,9.06
2025-06-06,ROAM,25.59,25.5842
2025-06-06,RODM,34.0,34.0
2025-06-06,ROE,31.39,31.3872
2025-06-06,ROUS,52.85,52.85
2025-06-06,RPG,43.92,43.92
2025-06-06,RPHS,10.13,10.134
2025-06-06,RPV,91.21,91.21
2025-06-06,RSP,178.69,178.69
2025-06-06,RSPE,26.98,26.979
2025-06-06,RSPT,38.71,38.71
2025-06-06,RSSL,83.26,83.2603
